time[sec],yaw,pitch,roll,x,y,z,acc_x,acc_y,acc_z,omega_x,omega_y,omega_z
4.68,0.0,0.0,0.0,6.085841547874762,0.0,0.0,0.5011331515319254,0.0,0.0,0.0,0.0,0.0
4.6850000000000005,0.0,0.0,0.0,5.483078239835842,0.0,0.0,0.48587170005017377,0.0,0.0,0.0,0.0,0.0
4.69,0.0,0.0,0.0,5.823717965804831,0.0,0.0,0.5003119788769262,0.0,0.0,0.0,0.0,0.0
4.695,0.0,0.0,0.0,5.008313811588395,0.0,0.0,0.5175799465896576,0.0,0.0,0.0,0.0,0.0
4.7,0.0,0.0,0.0,5.1604577725843885,0.0,0.0,0.5139065207901913,0.0,0.0,0.0,0.0,0.0
4.705,0.0,0.0,0.0,6.299872079146002,0.0,0.0,0.48956413245606045,0.0,0.0,0.0,0.0,0.0
4.71,0.0,0.0,0.0,5.044743616810229,0.0,0.0,0.5027546819897443,0.0,0.0,0.0,0.0,0.0
4.715,0.0,0.0,0.0,5.623496260642905,0.0,0.0,0.49325643970599664,0.0,0.0,0.0,0.0,0.0
4.72,0.0,0.0,0.0,5.787484188097802,0.0,0.0,0.5177538854411992,0.0,0.0,0.0,0.0,0.0
4.7250000000000005,0.0,0.0,0.0,5.263591869437625,0.0,0.0,0.5056784727968113,0.0,0.0,0.0,0.0,0.0
4.73,0.0,0.0,0.0,6.012429314150804,0.0,0.0,0.5054040499213412,0.0,0.0,0.0,0.0,0.0
4.735,0.0,0.0,0.0,5.907906053229413,0.0,0.0,0.4930281541013566,0.0,0.0,0.0,0.0,0.0
4.74,0.0,0.0,0.0,6.139737293579549,0.0,0.0,0.49146920876890304,0.0,0.0,0.0,0.0,0.0
4.745,0.0,0.0,0.0,5.516522505431162,0.0,0.0,0.49540284861461836,0.0,0.0,0.0,0.0,0.0
4.75,0.0,0.0,0.0,5.61075456956489,0.0,0.0,0.5003252394424982,0.0,0.0,0.0,0.0,0.0
4.755,0.0,0.0,0.0,5.1049075473435925,0.0,0.0,0.5086725009531237,0.0,0.0,0.0,0.0,0.0
4.76,0.0,0.0,0.0,5.704676983308809,0.0,0.0,0.5070409451474304,0.0,0.0,0.0,0.0,0.0
4.765,0.0,0.0,0.0,5.820522535598986,0.0,0.0,0.5027914637423434,0.0,0.0,0.0,0.0,0.0
4.7700000000000005,0.0,0.0,0.0,5.845693689607432,0.0,0.0,0.49446473808074265,0.0,0.0,0.0,0.0,0.0
4.775,0.0,0.0,0.0,6.180640512952328,0.0,0.0,0.47940616541564257,0.0,0.0,0.0,0.0,0.0
4.78,0.0,0.0,0.0,5.542853290016847,0.0,0.0,0.5064413562299115,0.0,0.0,0.0,0.0,0.0
4.785,0.0,0.0,0.0,5.606992488797154,0.0,0.0,0.49931587364993657,0.0,0.0,0.0,0.0,0.0
4.79,0.0,0.0,0.0,5.182290686729576,0.0,0.0,0.4977356301300736,0.0,0.0,0.0,0.0,0.0
4.795,0.0,0.0,0.0,5.73854540830598,0.0,0.0,0.48291455255882776,0.0,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,5.70305104227286,0.0,0.0,0.5122130836927644,0.0,0.0,0.0,0.0,0.0
4.805,0.0,0.0,0.0,5.802376254532413,0.0,0.0,0.5102957631289395,0.0,0.0,0.0,0.0,0.0
4.8100000000000005,0.0,0.0,0.0,6.1580471958741,0.0,0.0,0.4977746550881382,0.0,0.0,0.0,0.0,0.0
4.815,0.0,0.0,0.0,5.509383115504092,0.0,0.0,0.5079754528402658,0.0,0.0,0.0,0.0,0.0
4.82,0.0,0.0,0.0,5.624013176768502,0.0,0.0,0.5113183572619433,0.0,0.0,0.0,0.0,0.0
4.825,0.0,0.0,0.0,5.205787386247467,0.0,0.0,0.5208051182354769,0.0,0.0,0.0,0.0,0.0
4.83,0.0,0.0,0.0,6.167200192487043,0.0,0.0,0.49500403151198846,0.0,0.0,0.0,0.0,0.0
4.835,0.0,0.0,0.0,5.969823840838855,0.0,0.0,0.5017332857917586,0.0,0.0,0.0,0.0,0.0
4.84,0.0,0.0,0.0,6.160890482083289,0.0,0.0,0.527826385700632,0.0,0.0,0.0,0.0,0.0
4.845,0.0,0.0,0.0,6.361914298595777,0.0,0.0,0.49510524925786337,0.0,0.0,0.0,0.0,0.0
4.8500000000000005,0.0,0.0,0.0,5.6431359469212685,0.0,0.0,0.5028623640403515,0.0,0.0,0.0,0.0,0.0
4.855,0.0,0.0,0.0,6.392919386454457,0.0,0.0,0.48744592207619974,0.0,0.0,0.0,0.0,0.0
4.86,0.0,0.0,0.0,5.703801450671797,0.0,0.0,0.48853097385276145,0.0,0.0,0.0,0.0,0.0
4.865,0.0,0.0,0.0,5.776011577152419,0.0,0.0,0.49554413191968844,0.0,0.0,0.0,0.0,0.0
4.87,0.0,0.0,0.0,6.145076891147491,0.0,0.0,0.4946081828375875,0.0,0.0,0.0,0.0,0.0
4.875,0.0,0.0,0.0,5.555077908193211,0.0,0.0,0.5065166985407119,0.0,0.0,0.0,0.0,0.0
4.88,0.0,0.0,0.0,5.993932359699664,0.0,0.0,0.49904122162831377,0.0,0.0,0.0,0.0,0.0
4.885,0.0,0.0,0.0,7.038845379921797,0.0,0.0,0.4844261223537583,0.0,0.0,0.0,0.0,0.0
4.89,0.0,0.0,0.0,5.5579929803195425,0.0,0.0,0.4926406315312514,0.0,0.0,0.0,0.0,0.0
4.8950000000000005,0.0,0.0,0.0,6.320625590910757,0.0,0.0,0.487563174904983,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,5.698831408525927,0.0,0.0,0.5091059089592399,0.0,0.0,0.0,0.0,0.0
4.905,0.0,0.0,0.0,6.167649666102139,0.0,0.0,0.4998246865541862,0.0,0.0,0.0,0.0,0.0
4.91,0.0,0.0,0.0,6.666749685335803,0.0,0.0,0.4811175563232893,0.0,0.0,0.0,0.0,0.0
4.915,0.0,0.0,0.0,6.100863155161049,0.0,0.0,0.4880213777447559,0.0,0.0,0.0,0.0,0.0
4.92,0.0,0.0,0.0,6.273466871158612,0.0,0.0,0.5065537461311752,0.0,0.0,0.0,0.0,0.0
4.925,0.0,0.0,0.0,6.274674392312388,0.0,0.0,0.5049125171917097,0.0,0.0,0.0,0.0,0.0
4.93,0.0,0.0,0.0,5.717849924538151,0.0,0.0,0.5130927950322832,0.0,0.0,0.0,0.0,0.0
4.9350000000000005,0.0,0.0,0.0,5.574201535000914,0.0,0.0,0.49900860851380363,0.0,0.0,0.0,0.0,0.0
4.94,0.0,0.0,0.0,5.393919536205209,0.0,0.0,0.48934336692580765,0.0,0.0,0.0,0.0,0.0
4.945,0.0,0.0,0.0,5.631860443109588,0.0,0.0,0.4796970324175221,0.0,0.0,0.0,0.0,0.0
4.95,0.0,0.0,0.0,6.066492562018212,0.0,0.0,0.4993913331986271,0.0,0.0,0.0,0.0,0.0
4.955,0.0,0.0,0.0,6.2812129567473205,0.0,0.0,0.512030857233715,0.0,0.0,0.0,0.0,0.0
4.96,0.0,0.0,0.0,6.312136949664589,0.0,0.0,0.48248741281750157,0.0,0.0,0.0,0.0,0.0
4.965,0.0,0.0,0.0,6.196968624221735,0.0,0.0,0.5008524237975103,0.0,0.0,0.0,0.0,0.0
4.97,0.0,0.0,0.0,6.166110581880317,0.0,0.0,0.4963293602384883,0.0,0.0,0.0,0.0,0.0
4.9750000000000005,0.0,0.0,0.0,6.002410625613013,0.0,0.0,0.5041800470717237,0.0,0.0,0.0,0.0,0.0
4.98,0.0,0.0,0.0,5.951622264628585,0.0,0.0,0.5046569399496122,0.0,0.0,0.0,0.0,0.0
4.985,0.0,0.0,0.0,6.421744905973516,0.0,0.0,0.5109376720207314,0.0,0.0,0.0,0.0,0.0
4.99,0.0,0.0,0.0,6.256106193214576,0.0,0.0,0.5013819289953969,0.0,0.0,0.0,0.0,0.0
4.995,0.0,0.0,0.0,6.114325609181189,0.0,0.0,0.48214195941770127,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,6.240345148339167,0.0,0.0,0.4915692225681562,0.0,0.0,0.0,0.0,0.0
5.005,0.0,0.0,0.0,6.623962754062406,0.0,0.0,0.5065714725948146,0.0,0.0,0.0,0.0,0.0
5.01,0.0,0.0,0.0,6.3041626627469975,0.0,0.0,0.5038592608291701,0.0,0.0,0.0,0.0,0.0
5.015,0.0,0.0,0.0,6.295956534779305,0.0,0.0,0.5080736976395388,0.0,0.0,0.0,0.0,0.0
5.0200000000000005,0.0,0.0,0.0,6.308414382620447,0.0,0.0,0.4884930847282419,0.0,0.0,0.0,0.0,0.0
5.025,0.0,0.0,0.0,6.172482297495202,0.0,0.0,0.5103092758984558,0.0,0.0,0.0,0.0,0.0
5.03,0.0,0.0,0.0,6.520960955536566,0.0,0.0,0.5075128499869811,0.0,0.0,0.0,0.0,0.0
5.035,0.0,0.0,0.0,5.5312028851559525,0.0,0.0,0.49785940844962145,0.0,0.0,0.0,0.0,0.0
5.04,0.0,0.0,0.0,6.03858214137173,0.0,0.0,0.4950011057568479,0.0,0.0,0.0,0.0,0.0
5.045,0.0,0.0,0.0,5.994073844253111,0.0,0.0,0.49646256942395667,0.0,0.0,0.0,0.0,0.0
5.05,0.0,0.0,0.0,5.752502117779259,0.0,0.0,0.4919110404901095,0.0,0.0,0.0,0.0,0.0
5.055,0.0,0.0,0.0,6.247053535121387,0.0,0.0,0.49265943569538967,0.0,0.0,0.0,0.0,0.0
5.0600000000000005,0.0,0.0,0.0,6.350237172746377,0.0,0.0,0.5029614844876499,0.0,0.0,0.0,0.0,0.0
5.065,0.0,0.0,0.0,6.572876949324069,0.0,0.0,0.5004901440703636,0.0,0.0,0.0,0.0,0.0
5.07,0.0,0.0,0.0,6.233863055822743,0.0,0.0,0.5144060250737954,0.0,0.0,0.0,0.0,0.0
5.075,0.0,0.0,0.0,6.624043784082592,0.0,0.0,0.49514644183645856,0.0,0.0,0.0,0.0,0.0
5.08,0.0,0.0,0.0,6.476658639203977,0.0,0.0,0.4963361167298991,0.0,0.0,0.0,0.0,0.0
5.085,0.0,0.0,0.0,6.082835109958716,0.0,0.0,0.5011537120378368,0.0,0.0,0.0,0.0,0.0
5.09,0.0,0.0,0.0,6.228688527558797,0.0,0.0,0.5128793031722864,0.0,0.0,0.0,0.0,0.0
5.095,0.0,0.0,0.0,6.493781131001148,0.0,0.0,0.5008295656489886,0.0,0.0,0.0,0.0,0.0
5.1000000000000005,0.0,0.0,0.0,6.379049512354314,0.0,0.0,0.4978169316459047,0.0,0.0,0.0,0.0,0.0
5.105,0.0,0.0,0.0,6.400366242111236,0.0,0.0,0.524571002414955,0.0,0.0,0.0,0.0,0.0
5.11,0.0,0.0,0.0,6.522979979809122,0.0,0.0,0.5053348827643098,0.0,0.0,0.0,0.0,0.0
5.115,0.0,0.0,0.0,6.670622748370748,0.0,0.0,0.5031242099829227,0.0,0.0,0.0,0.0,0.0
5.12,0.0,0.0,0.0,6.920206015376916,0.0,0.0,0.5154571769851772,0.0,0.0,0.0,0.0,0.0
5.125,0.0,0.0,0.0,6.857448192414951,0.0,0.0,0.5015457731465974,0.0,0.0,0.0,0.0,0.0
5.13,0.0,0.0,0.0,6.85548853426899,0.0,0.0,0.5244561810245205,0.0,0.0,0.0,0.0,0.0
5.135,0.0,0.0,0.0,5.980724670763313,0.0,0.0,0.47654016323765586,0.0,0.0,0.0,0.0,0.0
5.14,0.0,0.0,0.0,6.882736640929086,0.0,0.0,0.4863009728555303,0.0,0.0,0.0,0.0,0.0
5.1450000000000005,0.0,0.0,0.0,6.781986749545288,0.0,0.0,0.4892111488187981,0.0,0.0,0.0,0.0,0.0
5.15,0.0,0.0,0.0,6.349784071784538,0.0,0.0,0.4947372076951243,0.0,0.0,0.0,0.0,0.0
5.155,0.0,0.0,0.0,6.029285597211979,0.0,0.0,0.5001708447670237,0.0,0.0,0.0,0.0,0.0
5.16,0.0,0.0,0.0,6.907040393524086,0.0,0.0,0.495643687288905,0.0,0.0,0.0,0.0,0.0
5.165,0.0,0.0,0.0,6.833581478944819,0.0,0.0,0.49277001098372775,0.0,0.0,0.0,0.0,0.0
5.17,0.0,0.0,0.0,6.464102798215517,0.0,0.0,0.504154825507365,0.0,0.0,0.0,0.0,0.0
5.175,0.0,0.0,0.0,7.002146702189674,0.0,0.0,0.500489564332233,0.0,0.0,0.0,0.0,0.0
5.18,0.0,0.0,0.0,6.599346249179944,0.0,0.0,0.49105463936375005,0.0,0.0,0.0,0.0,0.0
5.1850000000000005,0.0,0.0,0.0,6.796361249638087,0.0,0.0,0.4947991517984929,0.0,0.0,0.0,0.0,0.0
5.19,0.0,0.0,0.0,6.511328834147414,0.0,0.0,0.501879853592258,0.0,0.0,0.0,0.0,0.0
5.195,0.0,0.0,0.0,7.390992848052537,0.0,0.0,0.5086211164062829,0.0,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,6.295829638141096,0.0,0.0,0.5047546560377234,0.0,0.0,0.0,0.0,0.0
5.205,0.0,0.0,0.0,6.719644683484287,0.0,0.0,0.49315645989795465,0.0,0.0,0.0,0.0,0.0
5.21,0.0,0.0,0.0,6.452145082999476,0.0,0.0,0.4938869323001396,0.0,0.0,0.0,0.0,0.0
5.215,0.0,0.0,0.0,6.662436474385466,0.0,0.0,0.5107374734701474,0.0,0.0,0.0,0.0,0.0
5.22,0.0,0.0,0.0,6.537311589842604,0.0,0.0,0.505519740590324,0.0,0.0,0.0,0.0,0.0
5.2250000000000005,0.0,0.0,0.0,6.486715532785171,0.0,0.0,0.48561149267224035,0.0,0.0,0.0,0.0,0.0
5.23,0.0,0.0,0.0,6.701883806806589,0.0,0.0,0.49282361363189214,0.0,0.0,0.0,0.0,0.0
5.235,0.0,0.0,0.0,6.877645963306292,0.0,0.0,0.5048544538363786,0.0,0.0,0.0,0.0,0.0
5.24,0.0,0.0,0.0,6.399982055499716,0.0,0.0,0.5081055110207107,0.0,0.0,0.0,0.0,0.0
5.245,0.0,0.0,0.0,6.412506837056985,0.0,0.0,0.490101882760733,0.0,0.0,0.0,0.0,0.0
5.25,0.0,0.0,0.0,7.081447133393368,0.0,0.0,0.5044378450541152,0.0,0.0,0.0,0.0,0.0
5.255,0.0,0.0,0.0,7.123361683993139,0.0,0.0,0.502905653765405,0.0,0.0,0.0,0.0,0.0
5.26,0.0,0.0,0.0,6.964661672859595,0.0,0.0,0.4921223686473747,0.0,0.0,0.0,0.0,0.0
5.265,0.0,0.0,0.0,6.707599895231009,0.0,0.0,0.49187138865296887,0.0,0.0,0.0,0.0,0.0
5.2700000000000005,0.0,0.0,0.0,7.195432437509561,0.0,0.0,0.4920319504856858,0.0,0.0,0.0,0.0,0.0
5.275,0.0,0.0,0.0,6.794115020546884,0.0,0.0,0.4969376033550124,0.0,0.0,0.0,0.0,0.0
5.28,0.0,0.0,0.0,7.115223010982851,0.0,0.0,0.49906295938415335,0.0,0.0,0.0,0.0,0.0
5.285,0.0,0.0,0.0,7.244619681531912,0.0,0.0,0.5012367007983272,0.0,0.0,0.0,0.0,0.0
5.29,0.0,0.0,0.0,7.10315781329217,0.0,0.0,0.4988730255464098,0.0,0.0,0.0,0.0,0.0
5.295,0.0,0.0,0.0,6.833495202186132,0.0,0.0,0.4847940840016989,0.0,0.0,0.0,0.0,0.0
5.3,0.0,0.0,0.0,7.017167651083564,0.0,0.0,0.48861210978610614,0.0,0.0,0.0,0.0,0.0
5.305,0.0,0.0,0.0,7.276461358645011,0.0,0.0,0.49486311851161235,0.0,0.0,0.0,0.0,0.0
5.3100000000000005,0.0,0.0,0.0,6.8787871241393015,0.0,0.0,0.48505019197130056,0.0,0.0,0.0,0.0,0.0
5.315,0.0,0.0,0.0,7.072781921595683,0.0,0.0,0.5023751639405406,0.0,0.0,0.0,0.0,0.0
5.32,0.0,0.0,0.0,6.969693499395926,0.0,0.0,0.5054433173915698,0.0,0.0,0.0,0.0,0.0
5.325,0.0,0.0,0.0,7.141680939030393,0.0,0.0,0.497437802152124,0.0,0.0,0.0,0.0,0.0
5.33,0.0,0.0,0.0,6.908157745695895,0.0,0.0,0.5140393007433883,0.0,0.0,0.0,0.0,0.0
5.335,0.0,0.0,0.0,7.045902289020812,0.0,0.0,0.5131427189995466,0.0,0.0,0.0,0.0,0.0
5.34,0.0,0.0,0.0,6.825802992955203,0.0,0.0,0.5045974942050703,0.0,0.0,0.0,0.0,0.0
5.345,0.0,0.0,0.0,7.2120744361232765,0.0,0.0,0.4908379116755854,0.0,0.0,0.0,0.0,0.0
5.3500000000000005,0.0,0.0,0.0,6.964466525519809,0.0,0.0,0.502958146485697,0.0,0.0,0.0,0.0,0.0
5.355,0.0,0.0,0.0,7.936698409765648,0.0,0.0,0.5138300671171471,0.0,0.0,0.0,0.0,0.0
5.36,0.0,0.0,0.0,6.674628814574745,0.0,0.0,0.5026584532179545,0.0,0.0,0.0,0.0,0.0
5.365,0.0,0.0,0.0,6.934565958666806,0.0,0.0,0.5097864585682761,0.0,0.0,0.0,0.0,0.0
5.37,0.0,0.0,0.0,6.822314439208461,0.0,0.0,0.514169721201509,0.0,0.0,0.0,0.0,0.0
5.375,0.0,0.0,0.0,7.02247907745469,0.0,0.0,0.49113652354035864,0.0,0.0,0.0,0.0,0.0
5.38,0.0,0.0,0.0,7.830948779951969,0.0,0.0,0.4889916404248881,0.0,0.0,0.0,0.0,0.0
5.385,0.0,0.0,0.0,7.165220504015406,0.0,0.0,0.5087884308853456,0.0,0.0,0.0,0.0,0.0
5.39,0.0,0.0,0.0,7.238497349785343,0.0,0.0,0.5216285114016307,0.0,0.0,0.0,0.0,0.0
5.3950000000000005,0.0,0.0,0.0,7.266844646957032,0.0,0.0,0.5074425482133776,0.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,7.421116680915191,0.0,0.0,0.504600913916741,0.0,0.0,0.0,0.0,0.0
5.405,0.0,0.0,0.0,7.552279409090535,0.0,0.0,0.5058298326892359,0.0,0.0,0.0,0.0,0.0
5.41,0.0,0.0,0.0,7.505608462330496,0.0,0.0,0.5206631846792558,0.0,0.0,0.0,0.0,0.0
5.415,0.0,0.0,0.0,6.645512907713676,0.0,0.0,0.5011742601255713,0.0,0.0,0.0,0.0,0.0
5.42,0.0,0.0,0.0,7.7135304746894215,0.0,0.0,0.5176760303287593,0.0,0.0,0.0,0.0,0.0
5.425,0.0,0.0,0.0,7.624085274529183,0.0,0.0,0.5086483832534141,0.0,0.0,0.0,0.0,0.0
5.43,0.0,0.0,0.0,6.667786574089398,0.0,0.0,0.5116231870741347,0.0,0.0,0.0,0.0,0.0
5.4350000000000005,0.0,0.0,0.0,7.341033139384828,0.0,0.0,0.48723798079462044,0.0,0.0,0.0,0.0,0.0
5.44,0.0,0.0,0.0,7.158186333435166,0.0,0.0,0.5034875838227872,0.0,0.0,0.0,0.0,0.0
5.445,0.0,0.0,0.0,7.288602399157938,0.0,0.0,0.4846793670539858,0.0,0.0,0.0,0.0,0.0
5.45,0.0,0.0,0.0,7.674401394609238,0.0,0.0,0.4970398786975325,0.0,0.0,0.0,0.0,0.0
5.455,0.0,0.0,0.0,7.627409699178623,0.0,0.0,0.48201789637081066,0.0,0.0,0.0,0.0,0.0
5.46,0.0,0.0,0.0,6.921289090453418,0.0,0.0,0.48803624509652765,0.0,0.0,0.0,0.0,0.0
5.465,0.0,0.0,0.0,7.438895181113718,0.0,0.0,0.5021512805504086,0.0,0.0,0.0,0.0,0.0
5.47,0.0,0.0,0.0,8.138359200282748,0.0,0.0,0.4813169250687859,0.0,0.0,0.0,0.0,0.0
5.4750000000000005,0.0,0.0,0.0,7.107038503351636,0.0,0.0,0.5049379556819134,0.0,0.0,0.0,0.0,0.0
5.48,0.0,0.0,0.0,7.161817809966108,0.0,0.0,0.4978937092813157,0.0,0.0,0.0,0.0,0.0
5.485,0.0,0.0,0.0,8.016050289108234,0.0,0.0,0.5102478840160836,0.0,0.0,0.0,0.0,0.0
5.49,0.0,0.0,0.0,7.457702461449261,0.0,0.0,0.4988966087033846,0.0,0.0,0.0,0.0,0.0
5.495,0.0,0.0,0.0,7.149308336838476,0.0,0.0,0.4871835380894341,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,7.86771409889265,0.0,0.0,0.5058915603945137,0.0,0.0,0.0,0.0,0.0
5.505,0.0,0.0,0.0,7.8235477127975175,0.0,0.0,0.5093466508265665,0.0,0.0,0.0,0.0,0.0
5.51,0.0,0.0,0.0,7.271009216318119,0.0,0.0,0.5113410732280147,0.0,0.0,0.0,0.0,0.0
5.515,0.0,0.0,0.0,7.048867049549014,0.0,0.0,0.5094119818785483,0.0,0.0,0.0,0.0,0.0
5.5200000000000005,0.0,0.0,0.0,7.547597979276123,0.0,0.0,0.5075947061081948,0.0,0.0,0.0,0.0,0.0
5.525,0.0,0.0,0.0,7.640124444722683,0.0,0.0,0.5224294833248014,0.0,0.0,0.0,0.0,0.0
5.53,0.0,0.0,0.0,7.672019937764482,0.0,0.0,0.49656049644373906,0.0,0.0,0.0,0.0,0.0
5.535,0.0,0.0,0.0,7.401874513824775,0.0,0.0,0.4968604340050796,0.0,0.0,0.0,0.0,0.0
5.54,0.0,0.0,0.0,7.1725114019151235,0.0,0.0,0.507395304021414,0.0,0.0,0.0,0.0,0.0
5.545,0.0,0.0,0.0,7.205007138011275,0.0,0.0,0.48255046142467645,0.0,0.0,0.0,0.0,0.0
5.55,0.0,0.0,0.0,7.672293401722927,0.0,0.0,0.47520146892573,0.0,0.0,0.0,0.0,0.0
5.555,0.0,0.0,0.0,7.6293767381794515,0.0,0.0,0.4907167911032652,0.0,0.0,0.0,0.0,0.0
5.5600000000000005,0.0,0.0,0.0,7.708151497858568,0.0,0.0,0.5106772682395245,0.0,0.0,0.0,0.0,0.0
5.565,0.0,0.0,0.0,7.93564917676017,0.0,0.0,0.5066531270770804,0.0,0.0,0.0,0.0,0.0
5.57,0.0,0.0,0.0,7.398709608726685,0.0,0.0,0.500202703488963,0.0,0.0,0.0,0.0,0.0
5.575,0.0,0.0,0.0,7.274912615771522,0.0,0.0,0.49823987943636494,0.0,0.0,0.0,0.0,0.0
5.58,0.0,0.0,0.0,7.884569255484009,0.0,0.0,0.5161856425963537,0.0,0.0,0.0,0.0,0.0
5.585,0.0,0.0,0.0,7.961885978152134,0.0,0.0,0.5137869848472209,0.0,0.0,0.0,0.0,0.0
5.59,0.0,0.0,0.0,7.567423417397253,0.0,0.0,0.49998294222909273,0.0,0.0,0.0,0.0,0.0
5.595,0.0,0.0,0.0,7.857601040919644,0.0,0.0,0.5000907756422246,0.0,0.0,0.0,0.0,0.0
5.6000000000000005,0.0,0.0,0.0,7.925383512021336,0.0,0.0,0.5085660173953174,0.0,0.0,0.0,0.0,0.0
5.605,0.0,0.0,0.0,7.1916560776376555,0.0,0.0,0.5092910148991937,0.0,0.0,0.0,0.0,0.0
5.61,0.0,0.0,0.0,7.273980025058685,0.0,0.0,0.5092913057904427,0.0,0.0,0.0,0.0,0.0
5.615,0.0,0.0,0.0,7.610881804270874,0.0,0.0,0.5009156794526172,0.0,0.0,0.0,0.0,0.0
5.62,0.0,0.0,0.0,7.715191138085408,0.0,0.0,0.4989768103242944,0.0,0.0,0.0,0.0,0.0
5.625,0.0,0.0,0.0,7.42793463601442,0.0,0.0,0.5076775232845012,0.0,0.0,0.0,0.0,0.0
5.63,0.0,0.0,0.0,8.325438990085717,0.0,0.0,0.4873212005357971,0.0,0.0,0.0,0.0,0.0
5.635,0.0,0.0,0.0,7.37559127385308,0.0,0.0,0.4896331577120113,0.0,0.0,0.0,0.0,0.0
5.64,0.0,0.0,0.0,8.240691377544763,0.0,0.0,0.5042529733786252,0.0,0.0,0.0,0.0,0.0
5.6450000000000005,0.0,0.0,0.0,8.14162965785424,0.0,0.0,0.5069024393411028,0.0,0.0,0.0,0.0,0.0
5.65,0.0,0.0,0.0,7.713201824997788,0.0,0.0,0.49472133354746206,0.0,0.0,0.0,0.0,0.0
5.655,0.0,0.0,0.0,8.178538824961628,0.0,0.0,0.5014936994704561,0.0,0.0,0.0,0.0,0.0
5.66,0.0,0.0,0.0,7.603850428181019,0.0,0.0,0.5074852698865687,0.0,0.0,0.0,0.0,0.0
5.665,0.0,0.0,0.0,7.964656233336322,0.0,0.0,0.49471341795947926,0.0,0.0,0.0,0.0,0.0
5.67,0.0,0.0,0.0,8.167778819304914,0.0,0.0,0.5076951138230557,0.0,0.0,0.0,0.0,0.0
5.675,0.0,0.0,0.0,7.9462276145845205,0.0,0.0,0.5042451154630667,0.0,0.0,0.0,0.0,0.0
5.68,0.0,0.0,0.0,8.205021942170292,0.0,0.0,0.48771415483599523,0.0,0.0,0.0,0.0,0.0
5.6850000000000005,0.0,0.0,0.0,8.209364536360955,0.0,0.0,0.5182374571207135,0.0,0.0,0.0,0.0,0.0
5.69,0.0,0.0,0.0,7.704117364920583,0.0,0.0,0.5136191236740106,0.0,0.0,0.0,0.0,0.0
5.695,0.0,0.0,0.0,8.148788957310561,0.0,0.0,0.49183221633772517,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,7.6503123613832855,0.0,0.0,0.5074369662260735,0.0,0.0,0.0,0.0,0.0
5.705,0.0,0.0,0.0,8.410690239339388,0.0,0.0,0.49895784444614455,0.0,0.0,0.0,0.0,0.0
5.71,0.0,0.0,0.0,8.22507904331103,0.0,0.0,0.521269884826395,0.0,0.0,0.0,0.0,0.0
5.715,0.0,0.0,0.0,8.656986678181111,0.0,0.0,0.5045235911521895,0.0,0.0,0.0,0.0,0.0
5.72,0.0,0.0,0.0,8.17673192331593,0.0,0.0,0.49410691260998985,0.0,0.0,0.0,0.0,0.0
5.7250000000000005,0.0,0.0,0.0,8.278208686085673,0.0,0.0,0.5149783576960112,0.0,0.0,0.0,0.0,0.0
5.73,0.0,0.0,0.0,7.769590078155579,0.0,0.0,0.5030156104061339,0.0,0.0,0.0,0.0,0.0
5.735,0.0,0.0,0.0,8.8415023120319,0.0,0.0,0.48885258862567077,0.0,0.0,0.0,0.0,0.0
5.74,0.0,0.0,0.0,8.60947274638641,0.0,0.0,0.4920428306648203,0.0,0.0,0.0,0.0,0.0
5.745,0.0,0.0,0.0,8.714825050994289,0.0,0.0,0.4905257056834683,0.0,0.0,0.0,0.0,0.0
5.75,0.0,0.0,0.0,7.938064811924161,0.0,0.0,0.47808200121571964,0.0,0.0,0.0,0.0,0.0
5.755,0.0,0.0,0.0,8.295883245482768,0.0,0.0,0.517751012122564,0.0,0.0,0.0,0.0,0.0
5.76,0.0,0.0,0.0,8.49576190826581,0.0,0.0,0.49547099596230737,0.0,0.0,0.0,0.0,0.0
5.765,0.0,0.0,0.0,7.868696706320307,0.0,0.0,0.49951604070610156,0.0,0.0,0.0,0.0,0.0
5.7700000000000005,0.0,0.0,0.0,8.606783820040455,0.0,0.0,0.49566601267954247,0.0,0.0,0.0,0.0,0.0
5.775,0.0,0.0,0.0,8.784602341214201,0.0,0.0,0.5084422636359003,0.0,0.0,0.0,0.0,0.0
5.78,0.0,0.0,0.0,8.358975246313875,0.0,0.0,0.5029319294925301,0.0,0.0,0.0,0.0,0.0
5.785,0.0,0.0,0.0,8.463383876061364,0.0,0.0,0.500634503493018,0.0,0.0,0.0,0.0,0.0
5.79,0.0,0.0,0.0,9.031665571961764,0.0,0.0,0.506312971934779,0.0,0.0,0.0,0.0,0.0
5.795,0.0,0.0,0.0,8.979500892329964,0.0,0.0,0.5140176236983599,0.0,0.0,0.0,0.0,0.0
5.8,0.0,0.0,0.0,8.613865657534026,0.0,0.0,0.48686737518628,0.0,0.0,0.0,0.0,0.0
5.805,0.0,0.0,0.0,8.841961122531863,0.0,0.0,0.5079415926220969,0.0,0.0,0.0,0.0,0.0
